76561198011951228,7199328.397190034,83,1774,28358423
76561198050001130,45534299.232816465,254,2897,82486321
2235360266482076",595529.0,3,4,735622
76561199178805133,88792.98952551452,7,1856,924444
1643071532479526",32988.4375,1,16,527815
76561198045554683,252.96969696969697,1,132,33392
76561198287590159,13622.306889978214,3,233,712741
2012799732127224",11882.388888888889,1,18,213883
76561198044996738,70236494.74538238,215,490,93610649
76561198027819647,20921.12,1,25,523028
76561198065137335,697510.0712280561,48,4132,11292230
76561198050038653,3327465.183413155,49,1009,12521234
76561198101915945,45742.32622177385,11,1363,3262668
1702607956499311",9599951.894721424,56,583,20708495
76561198123548672,18546213.1,49,90,22442494
76561198129424820,727763.449166633,13,638,2926703
76561198210817903,1417735.003464512,25,1738,7092973
1908771252547541",12749.85,1,40,509994
76561198375700176,11532216.802329676,70,401,21715204
76561198118905147,887078.0967861575,35,2629,8304420
1938791089528909",7736458.763683743,44,267,18401045
76561198093816865,74406.11428571428,2,22,747222
1959511737453081",5895926.623980817,67,2443,20888800
876973449093909">,913489.1545454545,8,34,1828966
76561198081259641,1592579.4903109171,35,734,9047669
76561198111628791,44135.51734487146,10,859,2457081
1848444545216971",3546081.0897964,50,1215,15210581
76561198147030551,708916.2522493539,14,468,3595223
76561198074560023,320149.60515305743,44,5319,6655600
76561198150775588,827526.3901260504,6,89,2339987
76561198178110193,12767.248251748251,2,48,305383
76561198182363847,5618.5499193548385,2,462,607215
76561198058191773,180416.93421052632,5,64,1213006
76561198008286281,1435.04,1,125,179380
76561198118339252,385.5238095238095,1,105,40480
76561198109793867,272922.3807457011,5,1190,984720
76561198095028797,3411.0172413793102,1,58,197839
1590302371080914",3080050.553041497,17,343,6181147
76561198019300090,30357.0397952048,4,430,707708
76561198798951642,3370048.2959316364,35,677,9896948
76561198392135735,3732.76804321501,4,535,489076
76561198024132816,14403.468930475992,7,800,949322
76561198047439506,239562.7102137352,44,4240,9303839
76561198309644433,111020.01611983895,8,623,2023754
76561198188100871,83285.23404457088,3,135,778897
1924370457609726",17381.217391304348,1,23,399768
76561198393950944,11731.64705882353,1,17,199438
76561201856515856,5772117.23301039,116,2707,33456320
76561197972190770,3770329.8011934417,43,607,14296903
76561198045437015,6336585.124751015,129,3308,30995324
76561198287548168,4396.7450975990305,2,1234,540192
76561198116556062,22222.993528401425,8,636,640796
76561198080282929,13884.569696969696,2,170,159210
76561198121769752,183.1830624465355,1,1169,214141
76561198324110902,215403.07847512633,22,972,4830395
1714293181993144",114.77606837606838,1,585,67144
1636886759721766",6291.055555555556,2,80,118204
76561198799682285,3789.653335608905,2,1169,389882
76561198799288976,613971.7023221424,14,386,5030967
76561198002124213,1919.2586206896551,1,58,111317
76561198121757037,126481.71887221458,18,1237,2915336
76561198025060165,104217.3,2,7,268245
76561198185024253,15996.011768458551,7,1445,1431574
76561198056064827,3922.6612903225805,1,62,243205
2234382039913074",10396.357803752584,4,379,787586
76561198006349771,27944.7,1,10,279447
76561198322477900,5225642.479166667,29,137,8401890
1919801488094768",177692.5934837093,4,168,904400
76561198065316343,650979.9572003743,52,2746,12310053
76561198268603963,139197.25005213302,35,4532,5522922
76561198023714707,262266.2346542712,29,2677,5563595
76561198090037830,173283.82631940485,10,381,1607844
76561198041241483,24423.46875,2,51,650394
76561198046558311,10912.03205128205,2,51,194159
76561201553954137,49235.191354163864,8,620,2108387
76561198058991354,4315.949321266969,2,99,156482
76561198062152340,28833.056375947242,5,511,1576465
76561198420020667,548834.0,3,5,884406
76561198014977478,494720.5541006009,26,740,8746576
1933651616659748",3042.6795000557972,2,985,407261
76561197970978905,5539.136363636364,1,88,487444
76561198127199097,111357.69796558602,6,124,1428869
1710522575695513",275972.9053426852,14,701,2504572
76561198122364174,65963.66666666667,1,3,197891
76561198128718240,82005.75863326772,8,616,1639306
76561198048796040,1256503.3280218055,23,827,7341828
76561198136628660,3844.468203589359,3,143,102513
76561198000329627,38794.480544309496,4,139,780334
1908125389218844",202482.1159069097,14,517,4128750
76561197961246258,2799.375,1,128,358320
76561197969431559,5690.979156327543,3,750,246246
76561198337223825,30954.29411764706,1,17,526223
76561198014441045,548.5276073619632,1,163,89410
76561198100057559,93561.10744025225,5,310,1929982
76561198095645070,336676.5,4,20,627007
76561198038598568,4849376.1213621255,39,551,13860547
76561198114365846,1987.975916592458,3,1480,525892
76561198005552160,30125.597402597403,2,161,437095
76561198420515035,7209.0383995234715,3,478,493886
76561200788498147,219506.69223696066,15,836,3164261
76561198125090652,543.6666666666666,1,6,3262
76561198119823972,5108077.519444444,28,107,10451424
76561198129088616,88629.17320617099,6,466,1447470
76561198267477256,10553.58064516129,1,31,327161
76561198019391646,4621.0097087378645,1,103,475964
76561198099530840,52765.857142857145,1,7,369361
76561198011179884,14669.114285714286,1,35,513419
76561198087130433,574917.9243477484,24,1584,6288668
76561198152875336,449494.0765800204,5,166,1165967
1849535931764130",17836599.742193785,116,1593,46067990
76561201765255407,442665.20369174256,21,1330,4787672
2160991817305365",1489.8387096774193,1,31,46185
1750450371699575",248174.0,1,2,496348
1760186127401342",2294.1898977145693,4,1048,526702
76561198378332767,876066.6180555922,23,1806,5557276
76561197988127509,8104.757289887999,3,1088,599919
76561198149370115,6594558.065163522,154,3802,36462119
76561198043149160,199.73062730627305,1,271,54127
2005728902802389",10061.631917668221,6,1498,1166623
76561198065932662,4255.441441441441,1,111,472354
76561198063925392,25523870.13548753,105,419,44205695
1671459506308495",40996.41125541126,2,160,678372
76561198169931138,9389.2,1,5,46946
76561198050347029,285923.0,2,6,727631
76561198056441371,9800.785807353801,6,1084,1040232
76561198026968015,1343.27868852459,1,61,81940
76561198097751471,29257.166666666668,1,6,175543
76561198821466606,588966.6952493396,31,1935,6996258
76561198098284907,1064214.5894487605,64,3850,13767144
76561198100327759,59851.04692982456,4,99,957756
76561197966092764,2836864.7478079726,52,1885,13957291
76561198084071447,735.4759825327511,1,229,168424
76561198069545113,119561.15263130846,6,1530,1638521
76561198047030836,346.63677130044846,1,223,77300
76561198131181350,61777.34930034688,15,1386,2414624
76561198154914848,2918.6175486514167,2,246,333406
76561198053755763,55114.35558076092,19,2712,3133844
76561198024959804,117945.24496509129,4,137,1563887
1765051870200262",436260.97937769204,21,1957,3941066
76561198192988949,9894.70588235294,1,51,504630
2207797649233572",1985070.6059584434,71,4117,14924865
76561198100200331,1807631.0652597402,13,112,4608341
76561198118817720,41108.050881647476,7,675,1343405
76561198058307395,44444.04490957051,11,924,1600297
76561198411595689,1293.9096819787987,2,616,130088
76561198225951968,3391730.3477106225,24,140,9283490
76561198063254793,23630.645454545454,2,120,348301
1697656390312642",4077583.674297632,25,182,8352102
76561198095816294,45266.90363077783,4,155,746978
